number	aSeq	aType	ai	aj	bSeq	bType	bi	bj	aPeak	bPeak
1429	SC35M_PB2	wt	925	1050	SC35M_NA	wt	450	525	967	480
1430	SC35M_PB2	wt	850	925	SC35M_NA	wt	575	625	888	595
1431	SC35M_PB2	wt	675	750	SC35M_NA	wt	600	650	723	628
1432	SC35M_PB2	wt	650	700	SC35M_NA	wt	825	875	681	851
1433	SC35M_PB2	wt	625	750	SC35M_NA	wt	950	1025	686	982
1434	SC35M_PB2	wt	775	875	SC35M_NA	wt	950	1000	796	967
1435	SC35M_PB2	wt	775	850	SC35M_NA	wt	1050	1125	814	1090
1436	SC35M_PB2	wt	800	900	SC35M_NA	wt	1350	1450	879	1412
1437	SC35M_PB2	wt	1000	1100	SC35M_NA	wt	50	125	1040	80
1438	SC35M_PB2	wt	1125	1200	SC35M_NA	wt	475	550	1156	500
1439	SC35M_PB2	wt	1225	1300	SC35M_NA	wt	450	525	1269	480
1440	SC35M_PB2	wt	975	1075	SC35M_NA	wt	950	1050	1030	1032
1441	SC35M_PB2	wt	975	1075	SC35M_NA	wt	1150	1225	1017	1192
1442	SC35M_PB2	wt	975	1050	SC35M_NA	wt	1300	1375	1003	1345
1443	SC35M_PB2	wt	1325	1400	SC35M_NA	wt	450	525	1365	494
1444	SC35M_PB2	wt	1475	1550	SC35M_NA	wt	600	675	1517	653
1445	SC35M_PB2	wt	1500	1550	SC35M_NA	wt	950	1025	1506	981
1446	SC35M_PB2	wt	1400	1450	SC35M_NA	wt	1050	1100	1432	1062
1447	SC35M_PB2	wt	1625	1675	SC35M_NA	wt	1200	1275	1656	1232
1448	SC35M_PB2	wt	1550	1600	SC35M_NA	wt	1375	1425	1595	1388
1449	SC35M_PB2	wt	1775	1850	SC35M_NA	wt	450	500	1807	475
1450	SC35M_PB2	wt	1850	1925	SC35M_NA	wt	725	825	1905	757
1451	SC35M_PB2	wt	1625	1675	SC35M_NA	wt	900	975	1651	928
1452	SC35M_PB2	wt	1750	1800	SC35M_NA	wt	900	950	1777	933
1453	SC35M_PB2	wt	1875	1950	SC35M_NA	wt	975	1100	1900	1002
1454	SC35M_PB2	wt	1850	1925	SC35M_NA	wt	1300	1400	1900	1352
1455	SC35M_PB2	wt	2175	2250	SC35M_NA	wt	450	550	2216	503
1456	SC35M_PB2	wt	2075	2150	SC35M_NA	wt	950	1025	2105	996
1457	SC35M_PB2	wt	2125	2175	SC35M_NA	wt	1125	1200	2150	1166
1458	SC35M_PB2	wt	300	375	SC35M_NA	wt	450	525	354	475
1459	SC35M_PB2	wt	1475	1600	SC35M_NA	wt	475	550	1506	515
1460	SC35M_PB2	wt	100	175	SC35M_NA	wt	475	575	154	536
1461	SC35M_PB2	wt	400	475	SC35M_NA	wt	325	400	422	354
1462	SC35M_PB2	wt	275	350	SC35M_NA	wt	950	1025	310	985
1463	SC35M_PB2	wt	725	825	SC35M_NA	wt	25	100	767	70
1464	SC35M_PB2	wt	825	925	SC35M_NA	wt	75	150	886	106
1465	SC35M_PB2	wt	975	1075	SC35M_NA	wt	275	375	1026	299
1466	SC35M_PB2	wt	800	875	SC35M_NA	wt	475	550	834	514
1467	SC35M_PB2	wt	625	725	SC35M_NA	wt	850	925	681	851
1468	SC35M_PB2	wt	975	1050	SC35M_NA	wt	800	875	1003	843
1469	SC35M_PB2	wt	1275	1350	SC35M_NA	wt	275	350	1323	313
1470	SC35M_PB2	wt	1550	1650	SC35M_NA	wt	350	425	1590	383
1471	SC35M_PB2	wt	1275	1350	SC35M_NA	wt	900	1000	1317	967
1472	SC35M_PB2	wt	1525	1600	SC35M_NA	wt	1050	1125	1566	1083
1473	SC35M_PB2	wt	1325	1425	SC35M_NA	wt	1350	1450	1380	1386
1474	SC35M_PB2	wt	2200	2275	SC35M_NA	wt	150	225	2224	192
1475	SC35M_PB2	wt	2225	2275	SC35M_NA	wt	625	675	2243	644
1476	SC35M_PB2	wt	2225	2300	SC35M_NA	wt	725	800	2253	758
1477	SC35M_PB2	wt	2230	2300	SC35M_NA	wt	950	1025	2243	976
1478	SC35M_PB2	wt	2225	2300	SC35M_NA	wt	1150	1225	2225	1167
1479	SC35M_PB2	wt	625	700	SC35M_NA	wt	1150	1225	664	1171
1480	SC35M_PB2	wt	1375	1475	SC35M_NA	wt	950	1050	1440	1008
1481	SC35M_PB2	wt	1625	1700	SC35M_NA	wt	725	800	1667	756
1482	SC35M_PB2	wt	1525	1600	SC35M_NA	wt	1225	1300	1575	1250
1483	SC35M_PB2	wt	1775	1875	SC35M_NA	wt	1150	1225	1827	1171
1484	SC35M_PB2	wt	700	775	SC35M_NA	wt	1025	1125	737	1071
1485	SC35M_PB2	wt	1875	1950	SC35M_NA	wt	450	525	1901	484
1486	SC35M_PB2	wt	1950	2025	SC35M_NA	wt	450	525	1979	479
1487	SC35M_PB2	H1	600	650	SC35M_NA	H1	975	1025	643	1001
1488	SC35M_PB2	wt	1560	1600	SC35M_NA	wt	500	550	1576	533
1489	SC35M_PB2	wt	2075	2125	SC35M_NA	wt	150	225	2099	188
1490	SC35M_PB2	wt	100	200	SC35M_NP	wt	475	575	156	547
1491	SC35M_PB2	wt	100	175	SC35M_NP	wt	825	925	144	877
1492	SC35M_PB2	wt	175	225	SC35M_NP	wt	1025	1100	203	1057
1493	SC35M_PB2	wt	125	200	SC35M_NP	wt	1400	1475	154	1433
1494	SC35M_PB2	wt	275	350	SC35M_NP	wt	450	525	308	506
1495	SC35M_PB2	wt	250	325	SC35M_NP	wt	800	900	283	847
1496	SC35M_PB2	wt	275	350	SC35M_NP	wt	1025	1125	310	1082
1497	SC35M_PB2	wt	250	325	SC35M_NP	wt	1300	1400	279	1332
1498	SC35M_PB2	wt	425	525	SC35M_NP	wt	510	600	464	559
1499	SC35M_PB2	wt	425	525	SC35M_NP	wt	825	925	481	835
1500	SC35M_PB2	H2	425	500	SC35M_NP	H2	950	1000	461	974
1501	SC35M_PB2	wt	425	525	SC35M_NP	wt	1400	1475	475	1423
1502	SC35M_PB2	wt	950	1050	SC35M_NP	wt	25	150	1002	114
1503	SC35M_PB2	wt	775	900	SC35M_NP	wt	175	275	857	216
1504	SC35M_PB2	wt	800	875	SC35M_NP	wt	300	400	857	357
1505	SC35M_PB2	wt	675	725	SC35M_NP	wt	425	475	705	447
1506	SC35M_PB2	wt	850	950	SC35M_NP	wt	450	550	918	523
1507	SC35M_PB2	wt	625	700	SC35M_NP	wt	650	725	678	683
1508	SC35M_PB2	wt	750	825	SC35M_NP	wt	625	700	803	654
1509	SC35M_PB2	wt	775	850	SC35M_NP	wt	700	775	815	746
1510	SC35M_PB2	H1	825	925	SC35M_NP	H1	850	950	873	896
1511	SC35M_PB2	wt	625	700	SC35M_NP	wt	1175	1275	678	1222
1512	SC35M_PB2	wt	625	700	SC35M_NP	wt	1275	1350	674	1284
1513	SC35M_PB2	wt	975	1050	SC35M_NP	wt	1050	1125	1014	1085
1514	SC35M_PB2	wt	975	1075	SC35M_NP	wt	800	875	1040	831
1515	SC35M_PB2	wt	1000	1075	SC35M_NP	wt	1400	1500	1045	1445
1516	SC35M_PB2	wt	1425	1500	SC35M_NP	wt	150	225	1455	195
1517	SC35M_PB2	wt	1150	1225	SC35M_NP	wt	425	525	1198	448
1518	SC35M_PB2	wt	1250	1350	SC35M_NP	wt	500	600	1316	554
1519	SC35M_PB2	wt	1500	1550	SC35M_NP	wt	450	550	1514	506
1520	SC35M_PB2	wt	1100	1175	SC35M_NP	wt	800	900	1100	831
1521	SC35M_PB2	wt	1275	1325	SC35M_NP	wt	800	875	1303	836
1522	SC35M_PB2	wt	1500	1550	SC35M_NP	wt	800	875	1527	831
1523	SC35M_PB2	wt	1500	1575	SC35M_NP	wt	925	1000	1531	957
1524	SC35M_PB2	wt	1200	1275	SC35M_NP	wt	1375	1425	1240	1395
1525	SC35M_PB2	wt	1300	1400	SC35M_NP	wt	1350	1450	1342	1393
1526	SC35M_PB2	wt	1400	1450	SC35M_NP	wt	1250	1325	1449	1284
1527	SC35M_PB2	wt	1487	1550	SC35M_NP	wt	1250	1325	1508	1281
1528	SC35M_PB2	wt	1400	1500	SC35M_NP	wt	1450	1550	1431	1498
1529	SC35M_PB2	wt	1550	1650	SC35M_NP	wt	1412	1475	1573	1427
1530	SC35M_PB2	wt	1625	1700	SC35M_NP	wt	150	225	1661	186
1531	SC35M_PB2	H3	1850	1895	SC35M_NP	H3	200	300	1888	280
1532	SC35M_PB2	wt	1650	1725	SC35M_NP	wt	450	525	1688	472
1533	SC35M_PB2	wt	1625	1700	SC35M_NP	wt	600	675	1671	627
1534	SC35M_PB2	wt	1850	1925	SC35M_NP	wt	550	650	1899	599
1535	SC35M_PB2	wt	1775	1850	SC35M_NP	wt	825	900	1812	858
1536	SC35M_PB2	wt	1850	1925	SC35M_NP	wt	800	875	1888	846
1537	SC35M_PB2	wt	1850	1950	SC35M_NP	wt	925	1000	1900	961
1538	SC35M_PB2	wt	1600	1700	SC35M_NP	wt	1250	1325	1647	1280
1539	SC35M_PB2	wt	1850	1925	SC35M_NP	wt	1250	1325	1899	1279
1540	SC35M_PB2	wt	2200	2275	SC35M_NP	wt	25	100	2220	65
1541	SC35M_PB2	wt	2050	2150	SC35M_NP	wt	150	275	2099	226
1542	SC35M_PB2	wt	2175	2250	SC35M_NP	wt	280	350	2222	312
1543	SC35M_PB2	wt	2075	2175	SC35M_NP	wt	450	525	2156	501
1544	SC35M_PB2	wt	2200	2250	SC35M_NP	wt	525	600	2217	554
1545	SC35M_PB2	wt	2050	2150	SC35M_NP	wt	675	775	2096	742
1546	SC35M_PB2	wt	1975	2075	SC35M_NP	wt	850	925	2011	899
1547	SC35M_PB2	wt	2200	2300	SC35M_NP	wt	825	900	2243	867
1548	SC35M_PB2	wt	2175	2250	SC35M_NP	wt	950	1025	2214	966
1549	SC35M_PB2	wt	2075	2175	SC35M_NP	wt	1175	1250	2143	1206
1550	SC35M_PB2	wt	2150	2250	SC35M_NP	wt	1250	1325	2196	1283
1551	SC35M_PB2	wt	2050	2150	SC35M_NP	wt	1300	1400	2096	1357
1552	SC35M_PB2	wt	2025	2125	SC35M_NP	wt	1500	1550	2062	1506
1553	SC35M_PB2	wt	2125	2175	SC35M_NP	wt	1475	1525	2136	1503
1554	SC35M_PB2	H3	1905	1950	SC35M_NP	H3	200	300	1929	267
1555	SC35M_PB2	wt	300	375	SC35M_NS	wt	75	150	334	118
1556	SC35M_PB2	wt	150	200	SC35M_NS	wt	500	550	181	526
1557	SC35M_PB2	wt	250	325	SC35M_NS	wt	500	550	310	518
1558	SC35M_PB2	wt	450	500	SC35M_NS	wt	425	500	479	467
1559	SC35M_PB2	wt	825	875	SC35M_NS	wt	25	100	857	67
1560	SC35M_PB2	wt	775	825	SC35M_NS	wt	150	200	813	178
1561	SC35M_PB2	wt	825	850	SC35M_NS	wt	250	325	847	289
1562	SC35M_PB2	wt	800	875	SC35M_NS	wt	500	550	842	521
1563	SC35M_PB2	wt	675	750	SC35M_NS	wt	800	850	709	815
1564	SC35M_PB2	wt	1000	1075	SC35M_NS	wt	150	200	1040	177
1565	SC35M_PB2	wt	950	1050	SC35M_NS	wt	450	550	1030	518
1566	SC35M_PB2	wt	1100	1150	SC35M_NS	wt	500	550	1125	523
1567	SC35M_PB2	wt	1000	1025	SC35M_NS	wt	775	825	1000	809
1568	SC35M_PB2	wt	1250	1325	SC35M_NS	wt	300	375	1297	342
1569	SC35M_PB2	wt	1450	1525	SC35M_NS	wt	275	325	1497	299
1570	SC35M_PB2	wt	1475	1550	SC35M_NS	wt	350	400	1505	369
1571	SC35M_PB2	wt	1500	1550	SC35M_NS	wt	475	550	1512	519
1572	SC35M_PB2	wt	1325	1425	SC35M_NS	wt	575	650	1366	602
1573	SC35M_PB2	wt	1200	1250	SC35M_NS	wt	775	850	1228	816
1574	SC35M_PB2	wt	1625	1675	SC35M_NS	wt	450	500	1652	470
1575	SC35M_PB2	wt	1925	2000	SC35M_NS	wt	100	150	1964	122
1576	SC35M_PB2	wt	1775	1825	SC35M_NS	wt	275	325	1802	293
1577	SC35M_PB2	wt	1950	2000	SC35M_NS	wt	250	325	1977	281
1578	SC35M_PB2	wt	1850	1925	SC35M_NS	wt	600	675	1892	638
1579	SC35M_PB2	wt	2000	2050	SC35M_NS	wt	500	550	2032	523
1580	SC35M_PB2	wt	2200	2250	SC35M_NS	wt	250	325	2237	289
1581	SC35M_PB2	wt	2175	2225	SC35M_NS	wt	350	400	2191	369
1582	SC35M_PB2	wt	2050	2125	SC35M_NS	wt	325	400	2094	368
1583	SC35M_PB2	wt	2150	2225	SC35M_NS	wt	475	575	2191	523
1584	SC35M_PB2	wt	2150	2200	SC35M_NS	wt	650	700	2191	671
1585	SC35M_PB2	wt	875	950	SC35M_NS	wt	500	550	875	518
1586	SC35M_PB2	wt	1175	1250	SC35M_NS	wt	250	325	1204	289
1587	SC35M_PB2	wt	950	980	SC35M_NS	wt	250	325	979	294
1588	SC35M_PB2	wt	1012	1075	SC35M_NS	wt	250	325	1035	294
1589	SC35M_PB2	wt	975	1025	SC35M_NS	wt	350	375	1000	372
1590	SC35M_PB2	wt	950	1050	SC35M_NS	wt	400	450	1000	413
1591	SC35M_PB2	MmtoHA51	1550	1625	SC35M_NS	MmtoHA51	450	525	1572	490
1592	SC35M_PB2	H2	250	300	SC35M_NS	H2	75	150	298	115
1593	SC35M_PB2	H2	900	950	SC35M_NS	H2	250	325	923	287
1594	SC35M_PB2	H2	2290	2325	SC35M_NS	H2	250	325	2290	291
1595	SC35M_PB2	wt	50	125	SC35M_PA	wt	250	325	101	293
1596	SC35M_PB2	wt	450	500	SC35M_PA	wt	750	800	480	773
1597	SC35M_PB2	wt	50	100	SC35M_PA	wt	1450	1525	75	1491
1598	SC35M_PB2	wt	100	175	SC35M_PA	wt	1550	1600	133	1575
1599	SC35M_PB2	wt	400	475	SC35M_PA	wt	1450	1525	430	1496
1600	SC35M_PB2	wt	525	600	SC35M_PA	wt	1450	1500	569	1474
1601	SC35M_PB2	wt	375	450	SC35M_PA	wt	1650	1725	409	1694
1602	SC35M_PB2	wt	125	200	SC35M_PA	wt	1975	2025	159	2003
1603	SC35M_PB2	wt	100	175	SC35M_PA	wt	2125	2175	144	2150
1604	SC35M_PB2	wt	1000	1050	SC35M_PA	wt	200	275	1034	227
1605	SC35M_PB2	wt	775	850	SC35M_PA	wt	250	325	825	285
1606	SC35M_PB2	wt	875	925	SC35M_PA	wt	525	575	898	552
1607	SC35M_PB2	wt	700	775	SC35M_PA	wt	825	875	742	849
1608	SC35M_PB2	wt	975	1050	SC35M_PA	wt	650	700	1030	680
1609	SC35M_PB2	wt	1000	1075	SC35M_PA	wt	825	900	1030	851
1610	SC35M_PB2	wt	950	1025	SC35M_PA	wt	950	1025	999	973
1611	SC35M_PB2	wt	825	875	SC35M_PA	wt	975	1075	854	1051
1612	SC35M_PB2	wt	1000	1100	SC35M_PA	wt	1150	1200	1074	1175
1613	SC35M_PB2	wt	650	700	SC35M_PA	wt	1325	1400	682	1366
1614	SC35M_PB2	wt	650	725	SC35M_PA	wt	1600	1675	686	1634
1615	SC35M_PB2	wt	750	825	SC35M_PA	wt	1650	1725	796	1690
1616	SC35M_PB2	wt	950	1050	SC35M_PA	wt	1400	1475	971	1448
1617	SC35M_PB2	wt	950	1050	SC35M_PA	wt	1575	1650	1003	1608
1618	SC35M_PB2	wt	925	1025	SC35M_PA	wt	1675	1725	1000	1703
1619	SC35M_PB2	wt	950	1075	SC35M_PA	wt	1750	1825	1030	1782
1620	SC35M_PB2	wt	800	900	SC35M_PA	wt	1950	2050	845	2022
1621	SC35M_PB2	8xmut	700	775	SC35M_PA	8xmut	2100	2175	732	2127
1622	SC35M_PB2	wt	850	900	SC35M_PA	wt	2150	2200	880	2177
1623	SC35M_PB2	wt	1000	1075	SC35M_PA	wt	2125	2200	1048	2155
1624	SC35M_PB2	wt	1075	1125	SC35M_PA	wt	2125	2200	1098	2156
1625	SC35M_PB2	wt	1275	1350	SC35M_PA	wt	150	225	1323	194
1626	SC35M_PB2	wt	1200	1275	SC35M_PA	wt	250	300	1232	283
1627	SC35M_PB2	wt	1200	1250	SC35M_PA	wt	475	525	1229	495
1628	SC35M_PB2	wt	1100	1200	SC35M_PA	wt	650	700	1127	678
1629	SC35M_PB2	wt	1225	1300	SC35M_PA	wt	1650	1725	1269	1681
1630	SC35M_PB2	wt	1500	1575	SC35M_PA	wt	200	275	1532	236
1631	SC35M_PB2	wt	1500	1575	SC35M_PA	wt	300	375	1541	333
1632	SC35M_PB2	wt	1575	1675	SC35M_PA	wt	650	725	1643	683
1633	SC35M_PB2	H4	1475	1525	SC35M_PA	H4	800	840	1506	827
1634	SC35M_PB2	wt	1550	1625	SC35M_PA	wt	1350	1425	1589	1382
1635	SC35M_PB2	wt	1650	1725	SC35M_PA	wt	1450	1525	1672	1485
1636	SC35M_PB2	wt	1525	1575	SC35M_PA	wt	1575	1650	1549	1613
1637	SC35M_PB2	wt	1650	1725	SC35M_PA	wt	1675	1750	1692	1709
1638	SC35M_PB2	wt	1425	1475	SC35M_PA	wt	1750	1825	1456	1788
1639	SC35M_PB2	wt	1475	1525	SC35M_PA	wt	2125	2175	1476	2151
1640	SC35M_PB2	wt	1850	1900	SC35M_PA	wt	250	300	1885	273
1641	SC35M_PB2	wt	2125	2200	SC35M_PA	wt	150	200	2165	186
1642	SC35M_PB2	wt	2200	2250	SC35M_PA	wt	300	350	2225	319
1643	SC35M_PB2	wt	2050	2125	SC35M_PA	wt	475	525	2092	508
1644	SC35M_PB2	wt	1875	1950	SC35M_PA	wt	800	875	1904	828
1645	SC35M_PB2	wt	1775	1825	SC35M_PA	wt	875	950	1807	933
1646	SC35M_PB2	wt	2175	2250	SC35M_PA	wt	650	700	2213	683
1647	SC35M_PB2	wt	2175	2250	SC35M_PA	wt	775	850	2225	823
1648	SC35M_PB2	wt	1850	1900	SC35M_PA	wt	1325	1400	1885	1368
1649	SC35M_PB2	wt	2125	2200	SC35M_PA	wt	1425	1500	2160	1464
1650	SC35M_PB2	wt	1850	1925	SC35M_PA	wt	1600	1675	1886	1635
1651	SC35M_PB2	wt	2150	2225	SC35M_PA	wt	1750	1825	2190	1791
1652	SC35M_PB2	wt	1950	2025	SC35M_PA	wt	1850	1925	1989	1884
1653	SC35M_PB2	wt	2150	2225	SC35M_PA	wt	1975	2050	2182	2004
1654	SC35M_PB2	wt	2025	2100	SC35M_PA	wt	2112	2150	2063	2123
1655	SC35M_PB2	H2	1875	1915	SC35M_PA	H2	2100	2175	1914	2151
1656	SC35M_PB2	wt	275	350	SC35M_PA	wt	900	950	306	904
1657	SC35M_PB2	wt	800	900	SC35M_PA	wt	825	925	845	872
1658	SC35M_PB2	wt	1000	1050	SC35M_PA	wt	1950	2050	1029	2022
1659	SC35M_PB2	wt	1650	1750	SC35M_PA	wt	1575	1650	1692	1613
1660	SC35M_PB2	H1	1850	1900	SC35M_PA	H1	1525	1575	1883	1554
1661	SC35M_PB2	wt	225	275	SC35M_PA	wt	800	875	256	850
1662	SC35M_PB2	H4	2175	2250	SC35M_PA	H4	875	900	2219	875
1663	SC35M_PB2	H3	1925	1975	SC35M_PA	H3	2100	2175	1955	2154
1664	SC35M_PB2	H1	2175	2250	SC35M_PA	H1	2125	2200	2203	2139
1665	SC35M_PB2	H4	1475	1525	SC35M_PA	H4	875	925	1497	875
1666	SC35M_PB2	wt	1025	1050	SC35M_PA	wt	1400	1475	1028	1446
1667	SC35M_PB2	wt	200	275	SC35M_PB1	wt	275	350	235	319
1668	SC35M_PB2	wt	50	150	SC35M_PB1	wt	500	575	73	536
1669	SC35M_PB2	wt	250	325	SC35M_PB1	wt	500	550	293	525
1670	SC35M_PB2	wt	325	375	SC35M_PB1	wt	500	575	358	528
1671	SC35M_PB2	wt	450	500	SC35M_PB1	wt	500	550	475	531
1672	SC35M_PB2	wt	225	300	SC35M_PB1	wt	750	800	260	778
1673	SC35M_PB2	wt	100	175	SC35M_PB1	wt	1325	1375	141	1356
1674	SC35M_PB2	wt	275	350	SC35M_PB1	wt	1350	1425	310	1390
1675	SC35M_PB2	wt	275	350	SC35M_PB1	wt	1675	1750	305	1712
1676	SC35M_PB2	wt	325	375	SC35M_PB1	wt	1900	2000	346	1954
1677	SC35M_PB2	wt	450	500	SC35M_PB1	wt	2150	2225	486	2184
1678	SC35M_PB2	wt	675	725	SC35M_PB1	wt	75	175	722	152
1679	SC35M_PB2	H2	1025	1075	SC35M_PB1	H2	50	100	1061	88
1680	SC35M_PB2	wt	825	875	SC35M_PB1	wt	250	300	854	272
1681	SC35M_PB2	wt	950	1025	SC35M_PB1	wt	200	250	1001	227
1682	SC35M_PB2	wt	800	875	SC35M_PB1	wt	475	550	862	526
1683	SC35M_PB2	wt	900	950	SC35M_PB1	wt	500	550	924	528
1684	SC35M_PB2	wt	975	1025	SC35M_PB1	wt	475	550	1001	525
1685	SC35M_PB2	wt	700	750	SC35M_PB1	wt	725	775	723	754
1686	SC35M_PB2	wt	950	1025	SC35M_PB1	wt	675	750	1000	717
1687	SC35M_PB2	wt	1125	1175	SC35M_PB1	wt	725	800	1149	756
1688	SC35M_PB2	wt	950	1025	SC35M_PB1	wt	875	950	993	917
1689	SC35M_PB2	wt	775	850	SC35M_PB1	wt	925	1000	815	981
1690	SC35M_PB2	wt	575	675	SC35M_PB1	wt	900	950	620	930
1691	SC35M_PB2	wt	825	900	SC35M_PB1	wt	1100	1175	857	1140
1692	SC35M_PB2	wt	725	800	SC35M_PB1	wt	1225	1275	766	1244
1693	SC35M_PB2	wt	625	700	SC35M_PB1	wt	1300	1375	662	1354
1694	SC35M_PB2	wt	825	875	SC35M_PB1	wt	1400	1475	854	1436
1695	SC35M_PB2	wt	975	1050	SC35M_PB1	wt	1325	1425	1014	1381
1696	SC35M_PB2	H2	825	875	SC35M_PB1	H2	1550	1625	848	1567
1697	SC35M_PB2	wt	950	1025	SC35M_PB1	wt	1525	1575	993	1554
1698	SC35M_PB2	wt	700	750	SC35M_PB1	wt	1600	1675	732	1646
1699	SC35M_PB2	wt	825	875	SC35M_PB1	wt	1800	1850	853	1829
1700	SC35M_PB2	wt	950	1025	SC35M_PB1	wt	1800	1875	996	1854
1701	SC35M_PB2	wt	650	725	SC35M_PB1	wt	2000	2075	709	2026
1702	SC35M_PB2	H2	800	875	SC35M_PB1	H2	1980	2025	845	2005
1703	SC35M_PB2	wt	1100	1200	SC35M_PB1	wt	2000	2075	1143	2020
1704	SC35M_PB2	wt	1200	1275	SC35M_PB1	wt	100	175	1235	143
1705	SC35M_PB2	wt	1450	1550	SC35M_PB1	wt	50	125	1508	94
1706	SC35M_PB2	wt	1325	1425	SC35M_PB1	wt	500	575	1386	543
1707	SC35M_PB2	wt	1475	1550	SC35M_PB1	wt	900	950	1498	930
1708	SC35M_PB2	wt	1300	1350	SC35M_PB1	wt	1225	1275	1325	1252
1709	SC35M_PB2	wt	1525	1575	SC35M_PB1	wt	1200	1250	1557	1233
1710	SC35M_PB2	wt	1450	1525	SC35M_PB1	wt	1325	1400	1485	1354
1711	SC35M_PB2	wt	1350	1400	SC35M_PB1	wt	1525	1575	1373	1559
1712	SC35M_PB2	wt	1475	1575	SC35M_PB1	wt	2000	2050	1536	2025
1713	SC35M_PB2	wt	1575	1625	SC35M_PB1	wt	2000	2050	1595	2025
1714	SC35M_PB2	wt	1750	1825	SC35M_PB1	wt	375	425	1799	403
1715	SC35M_PB2	wt	1625	1675	SC35M_PB1	wt	500	575	1653	528
1716	SC35M_PB2	wt	1750	1800	SC35M_PB1	wt	500	575	1779	536
1717	SC35M_PB2	wt	1850	1925	SC35M_PB1	wt	500	575	1888	546
1718	SC35M_PB2	wt	1850	1925	SC35M_PB1	wt	625	655	1884	650
1719	SC35M_PB2	wt	1850	1925	SC35M_PB1	wt	775	850	1884	804
1720	SC35M_PB2	wt	1875	1925	SC35M_PB1	wt	900	950	1901	922
1721	SC35M_PB2	wt	1625	1675	SC35M_PB1	wt	1600	1675	1661	1646
1722	SC35M_PB2	wt	1725	1800	SC35M_PB1	wt	1625	1675	1779	1656
1723	SC35M_PB2	wt	1875	1925	SC35M_PB1	wt	50	125	1892	88
1724	SC35M_PB2	wt	1950	2000	SC35M_PB1	wt	75	125	1983	99
1725	SC35M_PB2	wt	1950	2025	SC35M_PB1	wt	175	250	1987	215
1726	SC35M_PB2	8xmut	2200	2250	SC35M_PB1	8xmut	50	125	2219	93
1727	SC35M_PB2	wt	2175	2250	SC35M_PB1	wt	200	250	2208	227
1728	SC35M_PB2	wt	2200	2275	SC35M_PB1	wt	275	350	2248	318
1729	SC35M_PB2	wt	2025	2100	SC35M_PB1	wt	475	550	2063	528
1730	SC35M_PB2	wt	2125	2200	SC35M_PB1	wt	500	575	2165	528
1731	SC35M_PB2	wt	2150	2250	SC35M_PB1	wt	900	950	2182	928
1732	SC35M_PB2	wt	1950	2025	SC35M_PB1	wt	1175	1275	1998	1226
1733	SC35M_PB2	wt	2025	2125	SC35M_PB1	wt	1325	1400	2084	1356
1734	SC35M_PB2	wt	2050	2100	SC35M_PB1	wt	1625	1700	2080	1667
1735	SC35M_PB2	wt	1925	1975	SC35M_PB1	wt	2000	2075	1958	2026
1736	SC35M_PB2	8xmut	2075	2150	SC35M_PB1	8xmut	2000	2100	2120	2025
1737	SC35M_PB2	wt	2225	2275	SC35M_PB1	wt	1900	1975	2253	1940
1738	SC35M_PB2	wt	1600	1675	SC35M_PB1	wt	900	950	1647	933
1739	SC35M_PB2	H2	275	350	SC35M_PB1	H2	50	100	319	99
1740	SC35M_PB2	H2	275	350	SC35M_PB1	H2	130	200	319	139
1741	SC35M_PB2	wt	975	1025	SC35M_PB1	wt	2050	2125	1001	2066
1742	SC35M_PB2	wt	2025	2100	SC35M_PB1	wt	1200	1275	2025	1232
1743	SC35M_PB2	4xmut	1350	1425	SC35M_PB1	4xmut	225	300	1390	279
1744	SC35M_PB2	4xmut	1500	1550	SC35M_PB1	4xmut	475	575	1520	525
1745	SC35M_PB2	4xmut	1350	1425	SC35M_PB1	4xmut	875	975	1400	937
1746	SC35M_PB2	4xmut	1875	1925	SC35M_PB1	4xmut	2000	2075	1894	2022
1747	SC35M_PB2	8xmut	275	350	SC35M_PB1	8xmut	1987	2050	328	2010
1748	SC35M_PB2	H2	425	475	SC35M_PB1	H2	25	75	448	47
1749	SC35M_PB2	H2	737	800	SC35M_PB1	H2	75	125	743	115
1750	SC35M_PB2	H2	800	900	SC35M_PB1	H2	350	425	852	388
1751	SC35M_PB2	H2	950	1000	SC35M_PB1	H2	350	425	961	390
1752	SC35M_PB2	H2	800	875	SC35M_PB1	H2	1950	1975	844	1973
1753	SC35M_PB2	H2	1850	1900	SC35M_PB1	H2	125	200	1890	169
1754	SC35M_PB2	H2	2075	2125	SC35M_PB1	H2	75	125	2115	102
1755	SC35M_PB2	H2	2187	2250	SC35M_PB1	H2	2000	2075	2201	2017
1756	SC35M_PB2	wt	125	150	SC35M_PB1	wt	500	575	130	536
1757	SC35M_PB2	H2	800	825	SC35M_PB1	H2	930	940	816	937
1758	SC35M_PB2	H2	2075	2150	SC35M_PB1	H2	2000	2100	2111	2053
1759	SC35M_PB2	H1	725	775	SC35M_PB1	H1	925	975	725	946
1760	SC35M_PB2	H1	924	926	SC35M_PB1	H1	1354	1356	924	1354
